DATASET,SERIES_CODE,OBS_MEASURE,SCALE,DECIMALS_DISPLAYED,OVERLAP,COMMON_REFERENCE_PERIOD,IFS_FLAG,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IMF.STA:CPI(4.0.0),SVK.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.9192859914629,107.6667221021121,109.1745662176395,109.0914130495038,108.7366261987915,108.1711846554688,109.5903320583181,112.3454736958812,115.3389877487665,117.5730361993458,121.276123953656,136.7681135317923,151.1724596707135,155.3412051665835
IMF.STA:CPI(4.0.0),MKD.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.9047542206973,107.3502937111868,110.3399999999999,110.0291666666666,109.6991666666665,109.4366666666666,110.9158333333333,112.5333333333332,113.3958333333332,114.7566666666666,118.4641666666666,135.2916666666666,147.9574999999999,153.1208333333331
IMF.STA:CPI(4.0.0),LVA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.3707355993922,106.7272068413738,106.6957705792578,107.3578078454916,107.5448704985884,107.69611443606,110.8520016592023,113.6614949174473,116.8569846432734,117.1129772854836,120.9493985965323,141.8860818044366,154.5679253945454,156.5244444294679
IMF.STA:CPI(4.0.0),MNE.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.4501431124869,107.738407324783,110.11500096703,109.3326184121184,111.0258434700929,110.724535958828,113.3600412140688,116.3201255702588,116.7406969253971,116.4422426796644,119.2494345764367,134.7999229278674,146.3721850643416,151.2562590853428
IMF.STA:CPI(4.0.0),SVN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.8028517194191,104.4470931002516,106.2949719683928,106.5068644329669,105.9471151723833,105.8888447446254,107.4021100957931,109.2694124398535,111.0510749128152,110.9901558292501,113.1179093276829,123.1104048028959,132.2782854368074,134.8783825541871
IMF.STA:CPI(4.0.0),COD.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,115.316515913949,126.527389319038,127.550012909223,129.1355091835887,130.0965343448389,133.850926577035,,,,,,,,
IMF.STA:CPI(4.0.0),BTN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,108.848985699468,120.734921525617,131.3310812,142.1935549585474,148.6607225268534,153.4474296479576,161.0508781762501,165.4378458969425,169.9483935773833,179.5154093481266,192.7040733019114,203.570977260005,212.1806945781941,218.0396734019749
IMF.STA:CPI(4.0.0),IRQ.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.801455370853,112.243807997863,114.353428132719,116.910341144268,118.539288337005,119.1989848406363,119.4183811795716,119.8571738574421,119.6186995759907,120.3055055065705,127.5742016052073,133.9462344055871,139.7840848155158,122.5948586085034
IMF.STA:CPI(4.0.0),BLZ.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.602056156402,102.9234729357825,103.4481230428327,104.6909484256325,103.788947954679,104.4775120327062,105.6765517445323,105.9618600704544,106.160082270615,106.2889973892432,109.7281230824335,116.6156401726204,121.7348803951078,125.7394221556293
IMF.STA:CPI(4.0.0),SLB.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.34270706018,113.688814368881,119.818192049045,126.007882882883,125.284006297329,125.9260688216165,126.541452847665,130.9216534124791,133.0620331855913,137.0053929646254,136.847236823755,144.3986442756928,152.8977448329609,159.5057399391144
IMF.STA:CPI(4.0.0),KOS.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,107.3364177131527,109.9948593669677,111.9388252272156,112.418995558574,111.8153849283962,112.1208303792264,113.789451041016,114.9885617005188,118.0656464428955,118.2996855216097,122.2670918918056,136.426245250384,143.1716013658125,145.4901937862383
IMF.STA:CPI(4.0.0),GBR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.8561124468282,106.5285740706492,108.9698538931015,110.5511374144627,110.9580173848714,112.0769373034955,114.943591640466,117.579064176068,119.6227113001664,120.8063621231737,123.8487146291845,133.6600702792676,142.740891437026,147.4107638246717
IMF.STA:CPI(4.0.0),BEL.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.5320821072274,106.4720447857604,107.6571807937989,108.02321825881,108.629692097897,110.7738821502907,113.1289026053255,115.451625636977,117.110457187971,117.9780018660733,120.8569583004378,132.4562190483026,137.8193856312352,142.1517261178497
IMF.STA:CPI(4.0.0),FRA.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.1115979517499,104.1070580161537,105.0062468106072,105.5394252934241,105.5790177550194,105.7725809005965,106.8644530081471,108.842316422953,110.0485667528902,110.5729469109081,112.388921149413,118.2582836227982,124.0273451934751,126.5067131218216
IMF.STA:CPI(4.0.0),FIN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,103.4168075425521,106.3210992121449,107.8928293036493,109.0162053551459,108.7895292240422,109.1775646133774,110.0007798786025,111.1929914135928,112.3317120888382,112.6580969957556,115.1304626656556,123.3317900766984,131.0408202531409,133.0925120430137
IMF.STA:CPI(4.0.0),CAN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,102.9121350887235,104.4719519175729,105.452203777905,107.4627933600457,108.6720091585574,110.2246708643388,111.9848311390956,114.5248998282771,116.7572982255295,117.5944476244991,121.5870062965082,129.8583285632512,134.8955352032055,138.1081854607899
IMF.STA:CPI(4.0.0),ARE.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,100.8773465956851,101.5454258896049,102.6635612216307,105.0723241804427,109.3487321378537,111.1174348557019,113.3029209862707,116.7797727075676,114.5246605323427,112.1432311000253,112.345016399902,118.2894451665296,120.2136694744026,122.2132617005727
IMF.STA:CPI(4.0.0),EGY.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,110.0649259874818,117.8924457248174,129.0565300128793,142.0528006616658,156.7843726369793,178.4419484794417,231.0941154279007,264.3750553825586,288.5727743762627,303.1310771817081,318.9364813082664,363.2548134844875,486.342894474661,623.8348998360248
IMF.STA:CPI(4.0.0),YEM.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,119.5435617131144,131.3609055951969,145.7691505331482,157.5833405376746,,,,,,,,,,
IMF.STA:CPI(4.0.0),OMN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.0421886711639,107.1090766320448,108.2375223837867,109.3350669223857,109.4064519330263,110.6199971139162,112.3778530009406,113.3772431499089,113.9337160772312,113.4706861288374,115.379503467114,118.2710782468795,119.3955795501216,120.1042988588876
IMF.STA:CPI(4.0.0),LBN.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.9714857169238,111.8801572573395,117.2739215258019,119.4488886156495,114.9705762843315,114.0699432098243,118.9993071909053,126.2308820928586,130.0246117613395,240.3691313298167,612.3550150211842,1660.740427212766,5336.650591766157,7751.113674890345
IMF.STA:CPI(4.0.0),QAT.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,101.138366235292,103.4800719155526,106.8141766203251,110.3921533723766,112.3947523007637,115.4031009131851,115.8588034248892,116.1551880662905,115.3808498139808,112.4498127443596,115.0411800608865,120.787803986413,124.4448347162533,126.0219777459746
IMF.STA:CPI(4.0.0),BGD.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,111.3951651552399,118.3211642504147,127.2312287864872,136.126776861358,144.5588508880129,152.5291403222778,161.226458913586,170.1642433841024,179.6798217470482,189.9055347087794,200.4370391749835,215.8645866244067,237.1995696009473,262.0242794679473
IMF.STA:CPI(4.0.0),SYR.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,104.7531638888563,143.199979473582,200.5255630277112,222.4372202606987,307.9891175413567,454.9158235589509,537.1430852484737,542.1975148993242,614.9472206398487,,,,,
IMF.STA:CPI(4.0.0),SAU.CPI._T.SRP_2010_IX.A,OBS_VALUE,,,OL,,,105.8262188616156,108.8594837774424,112.7021747395041,115.2257634111371,116.6138811369483,119.0247655921498,118.0292301556689,120.9294424624054,118.3979671762246,122.4773301401244,126.2291658111329,129.3521684284993,132.3623035746991,134.5964748566293
